City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,linjiang,41.8069,126.9078,-8.1,92,59,1.28,CN,1704672901
366,north battleford,52.7834,-108.2847,3.4,85,100,5.75,CA,1704672885
367,ratnagiri,16.9833,73.3,75.65,58,53,4.61,IN,1704672901
368,matara,5.9485,80.5353,75.02,91,92,7.36,LK,1704672901
369,lasa,46.6166,10.7002,26.6,92,100,5.86,IT,1704672902
370,port lincoln,-34.7333,135.8667,62.46,74,100,14.94,AU,1704672657
371,mandalgovi,45.7625,106.2708,5.61,73,60,9.53,MN,1704672902
372,asau,46.4333,26.4,24.28,91,100,8.12,RO,1704672903
373,husavik,66.0449,-17.3389,40.37,83,100,16.84,IS,1704672903
374,saint-joseph,-21.3667,55.6167,77.38,82,39,7.9,RE,1704672903
375,maragogi,-9.0122,-35.2225,78.15,80,0,7.45,BR,1704672904
376,phon,15.816,102.5998,67.68,78,6,5.46,TH,1704672904
377,umtata,-31.5889,28.7844,63.16,100,100,5.75,ZA,1704672904
378,furano,43.2818,142.4743,18.9,85,98,6.06,JP,1704672905
379,prince rupert,54.3161,-130.3201,38.89,80,75,18.41,CA,1704672905
380,pierre,44.3683,-100.351,19.85,89,100,15.99,US,1704672905
381,fare,-16.7,-151.0167,81.37,76,51,8.14,PF,1704672906
382,nantucket,41.2835,-70.0995,34.0,79,100,36.26,US,1704672906
383,lannion,48.75,-3.4167,44.01,74,98,12.62,FR,1704672906
384,alekseyevsk,57.8406,108.3492,-20.97,100,66,3.83,RU,1704672906
385,naze,28.3667,129.4833,56.32,66,77,9.82,JP,1704672907
386,milkovo,54.7167,158.6167,-1.08,89,88,3.58,RU,1704672907
387,ola,59.5833,151.2833,-25.24,89,19,6.89,RU,1704672907
388,morristown,36.214,-83.2949,39.9,74,100,6.91,US,1704672908
389,natal,-5.795,-35.2094,82.62,69,40,9.22,BR,1704672908
390,kismayo,-0.3582,42.5454,79.95,75,16,16.46,SO,1704672908
391,santa cruz de tenerife,28.4682,-16.2546,69.46,78,0,4.61,ES,1704672614
392,omboue,-1.5746,9.2618,78.06,86,64,6.82,GA,1704672910
393,khromtau,50.2503,58.4347,2.77,93,70,16.93,KZ,1704672910
394,ilebo,-4.3167,20.5833,70.79,96,99,0.56,CD,1704672910
395,mazamari,-11.3258,-74.5308,75.94,84,83,0.83,PE,1704672910
396,fortuna,40.5982,-124.1573,49.66,80,75,1.99,US,1704672664
397,zhob,31.3411,69.4481,41.97,57,2,0.81,PK,1704672911
398,smithers,54.7804,-127.1743,25.12,100,75,3.44,CA,1704672911
399,springfield,37.2153,-93.2982,41.54,56,0,8.05,US,1704672518
400,kendari,-3.945,122.4989,80.65,85,97,2.21,ID,1704672912
401,faya,18.3851,42.4509,53.71,60,16,5.03,SA,1704672912
402,maniitsoq,65.4167,-52.9,18.54,76,100,11.16,GL,1704672912
403,ewa beach,21.3156,-158.0072,80.55,71,40,11.99,US,1704672913
404,pingliang,35.5392,106.6861,28.26,73,0,2.98,CN,1704672913
405,sitka,57.0531,-135.33,40.89,52,100,19.57,US,1704672913
406,barranca,-10.75,-77.7667,72.84,80,91,7.54,PE,1704672913
407,ruteng,-8.6136,120.4721,71.13,75,95,0.87,ID,1704672914
408,nauta,-4.5061,-73.5757,75.83,97,82,2.77,PE,1704672914
409,narsaq,60.9167,-46.05,33.91,98,99,6.98,GL,1704672914
410,shubarkuduk,49.1447,56.4872,14.49,81,80,10.94,KZ,1704672915
411,yambio,4.5721,28.3955,68.81,31,40,2.89,SS,1704672917
412,jablah,35.3614,35.9256,55.69,76,0,4.61,SY,1704672917
413,le port,-20.9373,55.2919,78.8,82,54,5.7,RE,1704672918
414,zhigalovo,54.8097,105.1578,-11.67,100,95,2.28,RU,1704672741
415,pisco,-13.7,-76.2167,73.45,83,0,20.71,PE,1704672918
416,belyy yar,53.6039,91.3903,6.69,92,100,0.0,RU,1704672919
417,beloha,-25.1667,45.05,74.5,94,53,3.44,MG,1704672919
418,liku,-0.7275,119.8922,81.43,77,89,2.26,ID,1704672919
419,san jeronimo,-11.9472,-75.2829,56.39,75,93,4.79,PE,1704672920
420,launceston,-41.45,147.1667,64.35,94,100,23.02,AU,1704672707
421,envira,-7.3,-70.2167,80.35,75,95,1.48,BR,1704672920
422,bairnsdale,-37.8333,147.6167,73.06,92,100,3.42,AU,1704672921
423,concordia,-31.393,-58.0209,70.88,94,80,4.59,AR,1704672921
424,kula,38.5473,28.6498,47.82,76,85,11.1,TR,1704672921
425,ca mau,9.1769,105.15,76.64,78,65,7.9,VN,1704672922
426,burgeo,47.6167,-57.6152,20.1,68,11,11.72,CA,1704672922
427,barkhan,29.8977,69.5256,44.22,71,1,0.76,PK,1704672922
428,savalou,7.9281,1.9756,82.8,67,22,5.64,BJ,1704672923
429,haapsalu,58.9431,23.5414,12.02,93,66,6.91,EE,1704672923
430,presidencia roque saenz pena,-26.7852,-60.4388,93.34,30,7,6.64,AR,1704672924
431,la paz,-16.5,-68.15,55.38,54,75,8.05,BO,1704672721
432,kobryn,52.2138,24.3564,10.92,82,100,13.94,BY,1704672924
433,yamada,39.4667,141.95,33.39,41,9,12.3,JP,1704672858
434,luwuk,-0.9516,122.7875,82.89,75,85,1.32,ID,1704672925
435,licheng,23.2955,113.8284,58.93,84,12,4.36,CN,1704672925
436,kharitonovo,61.4009,47.4978,1.92,97,99,8.34,RU,1704672925
437,slupsk,54.4641,17.0287,21.45,85,18,10.29,PL,1704672926
438,los llanos de aridane,28.6585,-17.9182,62.13,91,0,6.91,ES,1704672926
439,mayumba,-3.432,10.6554,79.23,79,99,3.98,GA,1704672927
440,conceicao do araguaia,-8.2578,-49.2647,76.03,92,89,3.44,BR,1704672927
441,paranaiba,-19.6772,-51.1908,83.1,50,53,4.9,BR,1704672928
442,pavlogradka,54.2024,73.5592,26.42,94,97,15.59,RU,1704672928
443,talara,-4.5772,-81.2719,75.96,88,100,11.5,PE,1704672928
444,irbeyskoye,55.6428,95.4522,-14.03,100,100,3.44,RU,1704672929
445,noumea,-22.2763,166.4572,82.99,99,86,15.5,NC,1704672752
446,bathsheba,13.2167,-59.5167,81.21,74,40,19.57,BB,1704672929
447,auki,-8.7676,160.7034,85.28,70,92,5.93,SB,1704672930
448,san cristobal,7.7669,-72.225,73.58,71,100,1.34,VE,1704672883
449,axim,4.8699,-2.2405,80.85,86,21,7.36,GH,1704672930
450,mlyniv,50.509,25.6168,15.17,83,100,14.29,UA,1704672932
451,bandiagara,14.3501,-3.6104,78.24,13,100,8.03,ML,1704672932
452,halvad,23.0167,71.1833,63.59,51,3,9.28,IN,1704672932
453,kidal,18.4411,1.4078,73.65,13,100,6.89,ML,1704672933
454,rio grande,-32.035,-52.0986,77.11,92,100,10.36,BR,1704672933
455,pahrump,36.2083,-115.9839,45.25,27,15,21.99,US,1704672934
456,roros,62.5747,11.3842,-4.16,84,100,0.0,NO,1704672934
457,salinas,36.6777,-121.6555,56.82,61,0,10.36,US,1704672723
458,poya,-21.35,165.15,84.43,63,49,5.61,NC,1704672935
459,novoagansk,61.9449,76.6625,-1.28,97,100,11.56,RU,1704672935
460,yashkul,46.1711,45.3435,31.6,70,100,14.74,RU,1704672935
461,gambela,8.25,34.5833,78.28,40,10,3.11,ET,1704672936
462,goundam,16.4145,-3.6708,74.35,13,100,8.86,ML,1704672936
463,cap-chat,49.1001,-66.6821,10.4,85,100,4.61,CA,1704672937
464,tamasane,-22.4184,27.4013,72.79,39,2,7.36,BW,1704672937
465,severo-kurilsk,50.6789,156.125,23.25,58,78,5.46,RU,1704672937
466,falmouth,50.1544,-5.0711,34.38,80,75,8.05,GB,1704672938
467,fonte boa,-2.4959,-66.2662,80.76,75,58,1.25,BR,1704672938
468,tahta,26.7693,31.5021,60.55,41,0,1.88,EG,1704672938
469,portree,57.4129,-6.1942,34.52,92,10,3.78,GB,1704672938
470,ikalamavony,-21.15,46.5833,72.07,91,100,2.35,MG,1704672939
471,yar-sale,66.8333,70.8333,-12.3,100,60,5.75,RU,1704672939
472,tukrah,32.5341,20.5791,59.45,56,25,17.0,LY,1704672939
473,lavrentiya,65.5833,-171.0,22.44,91,100,18.12,RU,1704672751
474,nakhon phanom,17.3333,104.4167,65.88,90,59,1.81,TH,1704672940
475,longyearbyen,78.2186,15.6401,1.24,66,75,13.8,SJ,1704672940
476,buenaventura,3.8801,-77.0312,77.83,93,77,1.99,CO,1704672940
477,pangkalanbuun,-2.6833,111.6167,77.04,94,100,2.44,ID,1704672940
478,puerto escondido,15.85,-97.0667,81.43,65,75,5.75,MX,1704672885
479,buraydah,26.326,43.975,52.25,61,0,4.94,SA,1704672941
480,luanda,-8.8368,13.2343,78.8,75,40,3.44,AO,1704672941
481,banjar,-8.19,114.9675,82.2,79,99,2.35,ID,1704672943
482,ridgecrest,35.6225,-117.6709,51.66,19,0,9.22,US,1704672943
483,taoudenni,22.6783,-3.9836,70.14,25,0,5.48,ML,1704672943
484,zlobin,45.2924,14.6541,36.7,61,75,14.97,HR,1704672944
485,kedrovyy,56.1667,91.8167,-12.14,99,55,4.54,RU,1704672944
486,kamaishi,39.2667,141.8833,32.95,47,13,13.13,JP,1704672944
487,mahajanga,-15.7167,46.3167,79.2,83,100,8.01,MG,1704672944
488,whitehaven,54.549,-3.5841,37.98,84,32,6.91,GB,1704672945
489,sharjah,25.3573,55.4033,66.18,88,0,4.61,AE,1704672945
490,kakching,24.4833,93.9833,43.29,85,5,0.74,IN,1704672945
491,gizo,-8.103,156.8419,83.59,74,64,4.5,SB,1704672945
492,troitsko-pechorsk,62.7084,56.1964,-18.31,99,93,5.99,RU,1704672945
493,mazara del vallo,37.6641,12.588,53.55,59,78,29.75,IT,1704672945
494,sorland,67.667,12.6934,37.26,69,100,19.08,NO,1704672946
495,ugoofaaru,5.6667,73.0,81.3,76,58,6.78,MV,1704672946
496,moree,-29.4667,149.85,78.03,62,100,12.75,AU,1704672949
497,oranjestad,12.524,-70.027,82.35,81,20,17.27,AW,1704672949
498,chilliwack,49.1747,-121.9443,38.89,81,62,8.05,CA,1704672949
499,jinka,5.65,36.65,67.19,64,62,1.74,ET,1704672949
500,aykhal,66.0,111.5,-18.38,99,100,6.58,RU,1704672950
501,langen,49.9933,8.6728,34.12,64,100,13.8,DE,1704672950
502,khilok,51.3674,110.4676,3.09,95,93,6.53,RU,1704672950
503,mpika,-11.8343,31.4529,63.16,96,93,2.42,ZM,1704672950
504,suhbaatar,50.2314,106.2078,-6.68,100,95,2.75,MN,1704672951
505,pangai,-19.8,-174.35,80.74,81,58,8.7,TO,1704672951
506,zamora,-4.0692,-78.9567,77.11,98,100,1.03,EC,1704672951
507,yauya,-8.9833,-77.3,56.01,72,100,5.12,PE,1704672951
508,acheng,45.5454,126.977,0.34,82,87,13.31,CN,1704672952
509,nkayi,-4.1841,13.2884,73.62,95,94,1.36,CG,1704672952
510,bratsk,56.1325,101.6142,-5.31,100,68,2.3,RU,1704672741
511,kamenka,51.3223,42.7678,0.37,89,100,7.18,RU,1704672952
512,salym,60.0625,71.4789,9.48,95,100,6.17,RU,1704672952
513,namatanai,-3.6667,152.4333,86.41,66,84,1.25,PG,1704672952
514,mangrol,21.1167,70.1167,66.43,49,7,13.13,IN,1704672953
515,the valley,18.217,-63.0578,80.46,73,44,14.88,AI,1704672953
516,harindanga,22.0383,88.3214,64.08,66,26,6.64,IN,1704672953
517,vega de alatorre,20.0333,-96.6333,70.12,92,100,5.26,MX,1704672953
518,la reforma,25.0833,-108.05,67.26,60,0,8.52,MX,1704672953
519,sistranda,63.7256,8.834,35.56,89,99,23.38,NO,1704672953
520,potiskum,11.7091,11.0694,64.65,15,0,8.3,NG,1704672954
521,ippy,6.2679,21.2247,72.07,21,71,4.25,CF,1704672954
522,kapit,2.0167,112.9333,74.86,98,100,0.69,MY,1704672954
523,half moon bay,37.4636,-122.4286,55.56,59,0,16.11,US,1704672954
524,storm lake,42.6411,-95.2097,22.3,93,40,3.44,US,1704672955
525,namibe,-15.1961,12.1522,72.39,82,99,6.24,AO,1704672955
526,nhulunbuy,-12.2333,136.7667,86.61,74,40,5.75,AU,1704672955
527,korla,41.7597,86.1469,20.5,70,18,3.78,CN,1704672955
528,hobyo,5.3505,48.5268,76.21,71,26,21.05,SO,1704672955
529,kathu,7.9178,98.3332,75.02,81,96,8.88,TH,1704672956
530,vila velha,-20.3297,-40.2925,78.75,78,100,1.14,BR,1704672956
531,dauriya,49.9333,116.8667,-15.66,98,48,5.37,RU,1704672956
532,padang,-0.9492,100.3543,77.05,87,98,3.76,ID,1704672956
533,marsh harbour,26.5412,-77.0636,72.3,67,100,13.78,BS,1704672956
534,alta floresta,-9.8756,-56.0861,73.36,94,87,2.33,BR,1704672957
535,leningradskiy,69.3833,178.4167,-4.99,98,100,13.49,RU,1704672957
536,bilibino,68.0546,166.4372,-24.09,97,100,1.72,RU,1704672957
537,heilbron,-27.2812,27.9709,63.14,76,85,5.35,ZA,1704672957
538,owando,-0.4819,15.8999,73.8,82,97,2.98,CG,1704672958
539,adrar,20.5022,-10.0711,64.36,17,0,8.5,MR,1704672958
540,udachnyy,66.4167,112.4,-13.16,95,100,12.06,RU,1704672958
541,sumenep,-7.0167,113.8667,79.97,80,100,3.65,ID,1704672958
542,strezhevoy,60.7333,77.5889,-1.03,97,100,11.99,RU,1704672958
543,marzuq,14.4,46.4667,56.41,53,52,4.36,YE,1704672958
544,innisfail,-17.5333,146.0333,87.19,65,99,2.44,AU,1704672959
545,singapore,1.2897,103.8501,80.04,94,75,2.3,SG,1704672726
